article_name,country,revision_id,article_quality,population
Muteesa I of Buganda,Uganda,805179937,Start,40141000.0
Mwanga II of Buganda,Uganda,805289323,C,40141000.0
Idi Amin,Uganda,805328243,B,40141000.0
Irene Muloni,Uganda,805393764,Start,40141000.0
Gershom Sizomu,Uganda,805409966,Start,40141000.0
Specioza Kazibwe,Uganda,805435381,Start,40141000.0
Janet Museveni,Uganda,805463795,C,40141000.0
Evelyn Anite,Uganda,805660978,C,40141000.0
Betty Amongi,Uganda,805668648,Start,40141000.0
Cecilia Ogwal,Uganda,805668810,Start,40141000.0
Doreen Amule,Uganda,805678630,Start,40141000.0
Muhammad Nsereko,Uganda,806171535,C,40141000.0
Betty Nambooze,Uganda,806171836,Start,40141000.0
Barbara Nekesa Oundo,Uganda,806276711,Start,40141000.0
Oliver Wonekha,Uganda,806276835,Start,40141000.0
Margaret Zziwa,Uganda,806337809,Start,40141000.0
Mutesa II of Buganda,Uganda,806741960,C,40141000.0
Ignatius K. Musaazi,Uganda,807146511,C,40141000.0
Princess Elizabeth Nantale Mulondo,Uganda,807467793,Start,40141000.0
Template:Namibia-politician-stub,Namibia,391862409,Stub,2482100.0
Template:Namibia-mayor-stub,Namibia,444756008,Stub,2482100.0
Karlous Marx Shinohamba,Namibia,706945392,Stub,2482100.0
Dawid Bezuidenhout,Namibia,714705477,Stub,2482100.0
Gabes Shihepo,Namibia,714887791,Stub,2482100.0
Themistokles Dudu Murorua,Namibia,715035025,Stub,2482100.0
Johannes Nakwafila,Namibia,715168821,Stub,2482100.0
Kaire Mbuende,Namibia,715193056,Stub,2482100.0
Jhonny Haikella Hakaye,Namibia,715558961,Stub,2482100.0
Rihupisa Justus Kandando,Namibia,715716890,Stub,2482100.0
Sebastian Ignatius ?Gobs,Namibia,715737685,Stub,2482100.0
Hans Booys,Namibia,716991969,Stub,2482100.0
Isak Katali,Namibia,717212350,Stub,2482100.0
Paulus Kapia,Namibia,717631584,Stub,2482100.0
Johannes Isaaks,Namibia,717961259,Stub,2482100.0
Usko Nghaamwa,Namibia,719244071,Stub,2482100.0
Nangolo Ithete,Namibia,719408472,Stub,2482100.0
Solomon Witbooi,Namibia,719434480,Stub,2482100.0
Willem Appollus,Namibia,719595059,Stub,2482100.0
Reggie Diergaardt,Namibia,719824825,Stub,2482100.0
Hadino Hishongwa,Namibia,719949040,Stub,2482100.0
Erastus Tjejamba,Namibia,720139575,Stub,2482100.0
Gottlob Mbaukua,Namibia,720139591,Stub,2482100.0
Ambrosius Haingura,Namibia,721140900,Stub,2482100.0
John Shaetonhodi,Namibia,721902067,Stub,2482100.0
Theofelus Eiseb,Namibia,725653685,Stub,2482100.0
Hilma Nicanor,Namibia,725836779,Stub,2482100.0
Johan de Waal,Namibia,726241234,Start,2482100.0
Leon Jooste,Namibia,726241279,Stub,2482100.0
Eben van Zijl,Namibia,726241614,Start,2482100.0
Kalla Gertze,Namibia,726549300,Start,2482100.0
Festus Ueitele,Namibia,726575925,Stub,2482100.0
Moses Amweelo,Namibia,726634885,Stub,2482100.0
Paul Smit,Namibia,726685653,Start,2482100.0
Alpheus Muheua,Namibia,726826653,Stub,2482100.0
Tjekero Tweya,Namibia,732970610,Start,2482100.0
Lawrence Sampofu,Namibia,735098018,Stub,2482100.0
Marten Kapewasha,Namibia,736632076,Stub,2482100.0
Mose Penaani Tjitendero,Namibia,737894808,Stub,2482100.0
Clemens Kashuupulwa,Namibia,739326407,Stub,2482100.0
Muesee Kazapua,Namibia,742567576,Stub,2482100.0
Jan de Wet,Namibia,749312888,Start,2482100.0
Auguste Xoagus,Namibia,749384677,Stub,2482100.0
Arnold Tjihuiko,Namibia,749557521,Stub,2482100.0
Hafeni Ndemula,Namibia,750064392,Stub,2482100.0
Billy Mwaningange,Namibia,750168721,Stub,2482100.0
Thimoteus Tjamuaha,Namibia,750423258,Stub,2482100.0
Ignatius Shixwameni,Namibia,756962215,Stub,2482100.0
Hansina Christiaan,Namibia,757074156,Stub,2482100.0
Elma Dienda,Namibia,757074197,Stub,2482100.0
Clara Gowases,Namibia,757074271,Stub,2482100.0
Petrina Haingura,Namibia,757074308,Stub,2482100.0
Agnes Kafula,Namibia,757075026,Stub,2482100.0
Rosa Kavara,Namibia,757075263,Stub,2482100.0
Ngohauvi Lydia Kavetu,Namibia,757075306,Stub,2482100.0
Agnes Limbo,Namibia,757075328,Start,2482100.0
Teopolina Mushelenga,Namibia,757075486,Start,2482100.0
Pashukeni Shoombe,Namibia,757076190,Stub,2482100.0
Katrina Hanse-Himarwa,Namibia,757565608,Stub,2482100.0
Henock Kankoshi,Namibia,757916897,Stub,2482100.0
Ida Hoffmann,Namibia,758853149,Stub,2482100.0
Sirkka Ausiku,Namibia,763773708,Stub,2482100.0
Royal /Ui/o/oo,Namibia,765635399,Stub,2482100.0
Andrew Matjila,Namibia,767169616,Stub,2482100.0
Nathaniel Maxuilili,Namibia,768127257,Stub,2482100.0
Richard Kamwi,Namibia,768705466,Start,2482100.0
Joel Kaapanda,Namibia,768706125,Start,2482100.0
Rebecca Ndjoze-Ojo,Namibia,768706805,Start,2482100.0
Pohamba Shifeta,Namibia,768706876,Start,2482100.0
Uahekua Herunga,Namibia,768707364,Stub,2482100.0
Silvia Makgone,Namibia,768707856,Stub,2482100.0
Uilika Nambahu,Namibia,768797762,Stub,2482100.0
Pauline Dempers,Namibia,768809413,Start,2482100.0
Kovambo Nujoma,Namibia,768878536,Start,2482100.0
Penehupifo Pohamba,Namibia,770535053,Start,2482100.0
Hendrik Witbooi (politician),Namibia,772596247,Start,2482100.0
Ben Amathila,Namibia,773039495,Start,2482100.0
Heiko Lucks,Namibia,773070957,Stub,2482100.0
Netumbo Nandi-Ndaitwah,Namibia,773073864,Start,2482100.0
Erasmus Hendjala,Namibia,773588389,Stub,2482100.0
Cornelius Thuhageni Njoba,Namibia,774841020,Stub,2482100.0
Jurie Viljoen,Namibia,777857622,Start,2482100.0
Kandy Nehova,Namibia,778252266,Stub,2482100.0
Laura McLeod-Katjirua,Namibia,779986740,Start,2482100.0
Lempy Lucas,Namibia,780240233,Start,2482100.0
Jager Afrikaner,Namibia,781797749,Start,2482100.0
Jan Jonker Afrikaner,Namibia,781797819,Stub,2482100.0
Usutuaije Maamberua,Namibia,782432741,Start,2482100.0
Lucia Witbooi,Namibia,782487405,Stub,2482100.0
Philemon Moongo,Namibia,782702063,Start,2482100.0
Margaret Mensah-Williams,Namibia,783424239,Start,2482100.0
Marlene Mungunda,Namibia,783659445,Stub,2482100.0
Matheus Shikongo,Namibia,783936425,Stub,2482100.0
Hendrina Afrikaner,Namibia,785009070,Stub,2482100.0
Nickey Iyambo,Namibia,785237742,C,2482100.0
Willem Konjore,Namibia,785239830,Stub,2482100.0
Christian Afrikaner,Namibia,785267613,Stub,2482100.0
Manasse ?Noreseb,Namibia,787159099,GA,2482100.0
Emil Appolus,Namibia,787547117,Start,2482100.0
Saara Kuugongelwa,Namibia,787813373,Start,2482100.0
Bernhardt Esau,Namibia,787890930,Start,2482100.0
John Pandeni,Namibia,788618481,Start,2482100.0
Loide Kasingo,Namibia,788620617,Start,2482100.0
Anton von Wietersheim,Namibia,789457805,Stub,2482100.0
Emma Tuahepa,Namibia,789936651,Stub,2482100.0
Template:Namibian-politician-stub,Namibia,789946235,Stub,2482100.0
Asser Mbai,Namibia,789979998,Stub,2482100.0
Piet van der Walt,Namibia,790732456,Stub,2482100.0
Tom Alweendo,Namibia,790926872,Stub,2482100.0
Jeremia Nambinga,Namibia,790971471,Stub,2482100.0
Lucia Basson,Namibia,791521544,Stub,2482100.0
Monica Geingos,Namibia,792295818,Stub,2482100.0
Albert Kawana,Namibia,792363345,Start,2482100.0
Buddy Wentworth,Namibia,792553915,Stub,2482100.0
Bernadus Swartbooi,Namibia,792730125,Stub,2482100.0
Sophia Shaningwa,Namibia,793644087,Stub,2482100.0
Clemens Kapuuo,Namibia,794649810,Start,2482100.0
Joseph Obgeb Jimmy,Namibia,797028914,Stub,2482100.0
Andreas Shipanga,Namibia,797218947,C,2482100.0
Hermanus Beukes,Namibia,797219044,Start,2482100.0
Elaine Trepper,Namibia,797422099,Stub,2482100.0
Anton Lubowski,Namibia,797926029,Start,2482100.0
John Ya-Otto,Namibia,798445586,Stub,2482100.0
Peya Mushelenga,Namibia,798678085,Start,2482100.0
Rosa Namises,Namibia,798722629,C,2482100.0
Mohammed Stuart,Namibia,799023818,Stub,2482100.0
David Namwandi,Namibia,799202571,Start,2482100.0
Dawid Boois,Namibia,799283073,Start,2482100.0
Nora Schimming-Chase,Namibia,799298806,Stub,2482100.0
Peter Naholo,Namibia,799511171,Stub,2482100.0
Monica Nashandi,Namibia,799557543,Start,2482100.0
Sakaria Nashandi,Namibia,799557683,Stub,2482100.0
Penda Ya Ndakolo,Namibia,799557832,Stub,2482100.0
Wilfried Emvula,Namibia,799559369,Stub,2482100.0
Elia Kaiyamo,Namibia,799560238,Start,2482100.0
Marx Nekongo,Namibia,799561144,Stub,2482100.0
Priscilla Beukes,Namibia,799566361,Stub,2482100.0
Philemon Malima,Namibia,799949216,Start,2482100.0
Rosalia Nghidinwa,Namibia,800002912,Start,2482100.0
Rudolph Kamburona,Namibia,800014905,Stub,2482100.0
Samuel Mbambo,Namibia,800067483,Start,2482100.0
Brendan Simbwaye,Namibia,800092405,Start,2482100.0
First Lady of Namibia,Namibia,800356701,Stub,2482100.0
Doreen Sioka,Namibia,800360997,Start,2482100.0
Steve Bezuidenhout,Namibia,800697620,Stub,2482100.0
Erastus Uutoni,Namibia,801845003,Start,2482100.0
Pendukeni Iivula-Ithana,Namibia,803055843,C,2482100.0
Nehale Mpingana,Namibia,803403039,Start,2482100.0
John Mabuku,Namibia,804447986,Stub,2482100.0
Libertina Amathila,Namibia,804939484,Start,2482100.0
Frans Indongo,Namibia,804964495,Start,2482100.0
Eric Biwa,Namibia,804964895,Stub,2482100.0
Steve Mogotsi,Namibia,805008003,Start,2482100.0
Clara Bohitile,Namibia,805008074,Start,2482100.0
Michael Goreseb,Namibia,805053642,Stub,2482100.0
Lydia Katjita,Namibia,805054018,Start,2482100.0
Asser Kuveri Kapere,Namibia,805055267,Start,2482100.0
Immanuel Ngatjizeko,Namibia,805120872,Start,2482100.0
Elijah Ngurare,Namibia,805772941,Start,2482100.0
Sacky Shanghala,Namibia,805855320,Stub,2482100.0
Angelika Muharukua,Namibia,805981237,Start,2482100.0
Martin Andjaba,Namibia,806653470,Stub,2482100.0
Jonker Afrikaner,Namibia,806995404,Start,2482100.0
Kanuni (hompa),Namibia,807120122,Start,2482100.0
Gustaphine Tjombe,Namibia,807168546,Stub,2482100.0
Template:Nigeria-politician-stub,Nigeria,391862819,Stub,181839400.0
Template:Nigeria-diplomat-stub,Nigeria,548342756,Stub,181839400.0
Template:Nigeria-activist-stub,Nigeria,563278068,Stub,181839400.0
Aliyu Ibrahim Gebi,Nigeria,639021339,Stub,181839400.0
Azeez Issa Adesiji,Nigeria,671511760,Stub,181839400.0
Salisu Buhari,Nigeria,677435096,Stub,181839400.0
Template:RiversState-politician-stub,Nigeria,683127263,Stub,181839400.0
Template:Abia State-politician-stub,Nigeria,683996491,Stub,181839400.0
Igwe Aja-Nwachukwu,Nigeria,691389889,Stub,181839400.0
Christopher Nwankwo,Nigeria,696479863,Stub,181839400.0
Henry Ajomale,Nigeria,704094181,Stub,181839400.0
Kolapo Ishola,Nigeria,704235837,Start,181839400.0
Philip O. Emafo,Nigeria,704719275,Stub,181839400.0
Gidado dan Laima,Nigeria,705586751,Start,181839400.0
Jolly Nyame,Nigeria,706146554,Stub,181839400.0
Michael Botmang,Nigeria,709667983,Stub,181839400.0
Aliyu Musa,Nigeria,710281144,Stub,181839400.0
Suleiman Takuma,Nigeria,710317252,Start,181839400.0
Igwegbe Odum,Nigeria,710422165,Stub,181839400.0
Isaac Shaahu,Nigeria,710510120,Stub,181839400.0
Ahmed Musa (politician),Nigeria,710510264,Stub,181839400.0
John Kadiya,Nigeria,710510671,Stub,181839400.0
Mahmud Tukur,Nigeria,710518211,Stub,181839400.0
Dapo Sarumi,Nigeria,710533184,Stub,181839400.0
Abraham Imogie,Nigeria,710533207,Stub,181839400.0
Adelusi Adeluyi,Nigeria,710533503,Stub,181839400.0
Samuel Edem,Nigeria,710985648,Stub,181839400.0
Jacob Obande,Nigeria,711417189,Stub,181839400.0
Abba Habib,Nigeria,711545907,Stub,181839400.0
Ganiyu Dawodu,Nigeria,711978679,Stub,181839400.0
Wahab Goodluck,Nigeria,712081212,Stub,181839400.0
Eddie Mbadiwe,Nigeria,712155706,Stub,181839400.0
George Agbazika Innih,Nigeria,712289148,Start,181839400.0
Oluseyi Bajulaiye,Nigeria,712500159,Stub,181839400.0
Vincent Eze Ogbulafor,Nigeria,714196192,Stub,181839400.0
Joseph Tarka,Nigeria,715792629,Start,181839400.0
Peter Onu,Nigeria,716145017,Stub,181839400.0
Ayisha Osori,Nigeria,717055090,Start,181839400.0
Chukwuemeka Ujam,Nigeria,717185387,Stub,181839400.0
Mamuda Aliyu Shinkafi,Nigeria,717224947,Stub,181839400.0
Steven Lawani,Nigeria,717363689,Stub,181839400.0
John Ewerekumoh Yeri,Nigeria,717535392,Stub,181839400.0
Sani Ndanusa,Nigeria,717537537,Start,181839400.0
Musa Inuwa,Nigeria,717577322,Stub,181839400.0
Shehu Kangiwa,Nigeria,717579914,Start,181839400.0
Usman Faruk,Nigeria,717587144,Start,181839400.0
Mike Attah,Nigeria,717587540,Stub,181839400.0
Datti Abubakar,Nigeria,717588432,Stub,181839400.0
John Kpera,Nigeria,717589198,Start,181839400.0
Mustapha Ismail,Nigeria,717595920,Stub,181839400.0
Joe Kalu-Igboama,Nigeria,717595956,Stub,181839400.0
Tanko Zubairu,Nigeria,717597698,Start,181839400.0
Sunday Tuoyo,Nigeria,717601015,Stub,181839400.0
Sunday Abiodun Olukoya,Nigeria,717602204,Stub,181839400.0
Tony Ene Asuquo,Nigeria,717628113,Stub,181839400.0
Chukwuemeka Chikelu,Nigeria,717711844,Start,181839400.0
Broderick Bozimo,Nigeria,717802214,Stub,181839400.0
Olu Agunloye,Nigeria,717872176,Stub,181839400.0
Saidu Barda,Nigeria,718146373,Start,181839400.0
Werinipre Seibarugo,Nigeria,718210388,Stub,181839400.0
Musa Usman,Nigeria,718225373,Start,181839400.0
Omoniyi Caleb Olubolade,Nigeria,718461820,Start,181839400.0
Sefiu Adegbenga Kaka,Nigeria,719905993,Stub,181839400.0
Kingsley Esiso,Nigeria,720011103,Stub,181839400.0
Ikeje Asogwa,Nigeria,720083087,Start,181839400.0
Ignatius Olisemeka,Nigeria,720161941,Stub,181839400.0
Alhaji Hassan Dalhat,Nigeria,721581071,Stub,181839400.0
Maurice Ekpenyong,Nigeria,722438087,Stub,181839400.0
Joshua M. Lidani,Nigeria,722467684,Stub,181839400.0
Haliru Dantoro,Nigeria,722859616,Stub,181839400.0
Patrick Ekpotu,Nigeria,723745966,Stub,181839400.0
Saviour Friday Udoh,Nigeria,725060895,Stub,181839400.0
Ibrahim Dasuki Jalo-Waziri,Nigeria,725377530,Start,181839400.0
Stephen Oluwole Awokoya,Nigeria,725642924,Start,181839400.0
Yinka Durosinmi,Nigeria,725668970,Start,181839400.0
Mahmud Shinkafi,Nigeria,726805368,Stub,181839400.0
Muhammed K. Abubakar,Nigeria,726818559,Stub,181839400.0
Nduese Essien,Nigeria,726818744,Start,181839400.0
Oladapo Afolabi,Nigeria,727741721,Start,181839400.0
Lloyd Chukwuemeka,Nigeria,730632839,Stub,181839400.0
Jerry Needam,Nigeria,730842731,Stub,181839400.0
Ojo Maduekwe,Nigeria,731021539,Start,181839400.0
Clifford Ohiagu,Nigeria,731276297,Stub,181839400.0
Njoku Nnamdi,Nigeria,731276344,Stub,181839400.0
Iheanacho Obioma,Nigeria,731276359,Stub,181839400.0
Uchechukwu N. Maduako,Nigeria,731276379,Stub,181839400.0
Anthony Eze Enwereuzor,Nigeria,731276422,Stub,181839400.0
Macebuh Chinonyerem,Nigeria,731276452,Stub,181839400.0
Nwakanwa Chimaobi,Nigeria,731276490,Stub,181839400.0
Ameh Ebute,Nigeria,731276619,Stub,181839400.0
Tanimowo Ogunlesi,Nigeria,731579887,Stub,181839400.0
Raphael Nomiye,Nigeria,732432078,Start,181839400.0
Elizabeth Ativie,Nigeria,737060177,Start,181839400.0
Achike Udenwa,Nigeria,737673853,Stub,181839400.0
Michael O. Chinda,Nigeria,737771495,Stub,181839400.0
Martins Amaewhule,Nigeria,737781073,Stub,181839400.0
Frank Eke,Nigeria,737787109,Stub,181839400.0
Sarafa Tunji Ishola,Nigeria,739125240,Start,181839400.0
John Mark Inienger,Nigeria,739129789,Start,181839400.0
Adamu Waziri,Nigeria,739175973,Start,181839400.0
Abubakar Sadiq A. Mohammed,Nigeria,739176020,Stub,181839400.0
Aliyu Obaje,Nigeria,740306640,Stub,181839400.0
L. A. Fabunmi,Nigeria,740447269,Stub,181839400.0
Temi Ejoor,Nigeria,741172432,Start,181839400.0
John Yakubu,Nigeria,742117154,Stub,181839400.0
Boniface S. Emerengwa,Nigeria,742243239,Stub,181839400.0
Abdullahi Balarabe Salame,Nigeria,742594594,Start,181839400.0
Patrick Koshoni,Nigeria,742684693,Start,181839400.0
Samuel Ogeh,Nigeria,743083415,Stub,181839400.0
Tatari Ali,Nigeria,743190896,Start,181839400.0
Odigha Odigha,Nigeria,743856621,Stub,181839400.0
Aminu Safana,Nigeria,743862677,Stub,181839400.0
Mohammed Bello Adoke,Nigeria,744087654,Start,181839400.0
Samuel Bassey,Nigeria,744117777,Start,181839400.0
Oluyemi Adeniji,Nigeria,744916250,Start,181839400.0
Oseleye Ojuka,Nigeria,745439794,Start,181839400.0
Edwin Ume-Ezeoke,Nigeria,745595238,Stub,181839400.0
Raymond Njoku,Nigeria,745786235,Start,181839400.0
Tunji Otegbeye,Nigeria,746273474,C,181839400.0
Aminu Bashir Wali,Nigeria,746438262,Start,181839400.0
Bashir Yuguda,Nigeria,746534137,Stub,181839400.0
Frank Ajobena,Nigeria,746565081,Stub,181839400.0
Yarima Ibrahim,Nigeria,746756722,Stub,181839400.0
Sylvester Ugoh,Nigeria,747244277,Stub,181839400.0
National Security Advisor (Nigeria),Nigeria,747988410,Stub,181839400.0
Louis Mbanefo,Nigeria,748101471,Start,181839400.0
Olugbenga Ashiru,Nigeria,748515743,Stub,181839400.0
Nuhu Bamalli,Nigeria,748633284,Stub,181839400.0
"List of Governors of Northern Region, Nigeria",Nigeria,751053462,Stub,181839400.0
Adejoke Orelope-Adefulire,Nigeria,751780937,Stub,181839400.0
Remi Babalola,Nigeria,752461243,Start,181839400.0
Onaolapo Soleye,Nigeria,752630175,Stub,181839400.0
Dahiru Mohammed,Nigeria,753093526,Start,181839400.0
Dan Nwanyanwu,Nigeria,753193542,C,181839400.0
Sebastian Okechukwu Mezu,Nigeria,753200315,Start,181839400.0
James Shaibu Barka,Nigeria,753201175,Start,181839400.0
Danburam Abubakar Nuhu,Nigeria,753215523,Start,181839400.0
Tanko Yakasai,Nigeria,753870254,Stub,181839400.0
Ayo Fasanmi,Nigeria,755225924,Start,181839400.0
Timothy Shelpidi,Nigeria,755597113,Start,181839400.0
Feyisetan Fayose,Nigeria,756222460,Stub,181839400.0
Eme Okoro,Nigeria,756322600,Stub,181839400.0
Chukwuemeka Ngozichineke Wogu,Nigeria,756392289,Start,181839400.0
Sadiya Umar Farouq,Nigeria,756592132,Start,181839400.0
Ibrahim Bunu,Nigeria,756731872,Start,181839400.0
Mojisola Adekunle-Obasanjo,Nigeria,756827056,Stub,181839400.0
Yetunde Onanuga,Nigeria,756833464,Stub,181839400.0
Musa Mohammed Sada,Nigeria,757006942,Stub,181839400.0
Ebun Oyagbola,Nigeria,757336511,Start,181839400.0
Tejumade Alakija,Nigeria,757338458,Start,181839400.0
Gbolahan Olusegun Yishawu,Nigeria,757463566,Stub,181839400.0
Chinwe Obaji,Nigeria,757540500,Start,181839400.0
Fidelis Makka,Nigeria,757551494,Start,181839400.0
Fidelia Njeze,Nigeria,757562345,Start,181839400.0
Helen Esuene,Nigeria,757563136,Start,181839400.0
Manuela George-Izunwa,Nigeria,757613940,C,181839400.0
Ruqayyah Ahmed Rufa'i,Nigeria,757616922,Start,181839400.0
Clever Ikisikpo,Nigeria,757765871,Start,181839400.0
Samuel Adesina,Nigeria,757792473,Stub,181839400.0
Wilberforce Juta,Nigeria,757814345,Start,181839400.0
Mohammed Lawal,Nigeria,758372520,Start,181839400.0
Labaran Maku,Nigeria,758525626,Start,181839400.0
Nkechi Ikpeazu,Nigeria,758541021,Start,181839400.0
Mamman Kontagora,Nigeria,759171415,Start,181839400.0
Lamidi Adedibu,Nigeria,759508235,Start,181839400.0
Sarah Jibril,Nigeria,759698330,C,181839400.0
Ahmad Babba Kaita,Nigeria,760030043,Stub,181839400.0
Leo Segun Ajiborisha,Nigeria,760064451,Start,181839400.0
Deputy President of the Nigerian Senate,Nigeria,760126403,Stub,181839400.0
Walter Feghabo,Nigeria,760163064,Stub,181839400.0
Akanbi Oniyangi,Nigeria,760390131,Stub,181839400.0
Willie Obiano,Nigeria,760603745,Start,181839400.0
Chukwuebuka Anisiobi,Nigeria,761658964,Stub,181839400.0
Mohammed Kumalia,Nigeria,762063203,Stub,181839400.0
Gaius Obaseki,Nigeria,762106197,Start,181839400.0
Abd al-Qadir (Sokoto),Nigeria,762195257,Stub,181839400.0
Olugbenga Onaolapo Obadara,Nigeria,762379856,Stub,181839400.0
Ahmed Aboki Abdullahi,Nigeria,762496894,Stub,181839400.0
Friday Osanebi,Nigeria,762732359,Start,181839400.0
Abdulkadir Kure,Nigeria,763271950,Stub,181839400.0
Kande Balarabe,Nigeria,763593394,Stub,181839400.0
Richard Okonye,Nigeria,763681992,Start,181839400.0
Sabo Bakin Zuwo,Nigeria,763697656,Start,181839400.0
Mamman Shata,Nigeria,763883697,Start,181839400.0
Felix Hyatt,Nigeria,763999983,Stub,181839400.0
Zacheus Chukwukaelo Obi,Nigeria,764970868,Stub,181839400.0
Michael Opeyemi Bamidele,Nigeria,765023792,Start,181839400.0
Akachukwu Sullivan Nwankpo,Nigeria,765041723,C,181839400.0
Lekan Salami,Nigeria,765049939,Start,181839400.0
Moses Da Rocha,Nigeria,765260051,Start,181839400.0
Oluwaseyi Makinde,Nigeria,765263822,C,181839400.0
Yusuf Musa Nagogo,Nigeria,765273612,Start,181839400.0
Saidu Samaila Sambawa,Nigeria,765320219,C,181839400.0
Segun Abraham,Nigeria,765563643,Start,181839400.0
Bukar Shaib,Nigeria,766493465,Stub,181839400.0
Alhaji Yahaya Madawaki,Nigeria,766945320,Start,181839400.0
Gabriel Suswam,Nigeria,767628905,Start,181839400.0
Sir Jude Ejiogu,Nigeria,768045378,Stub,181839400.0
Sheikh Ahmed Abdullah,Nigeria,768212416,Start,181839400.0
Samson Omeruah,Nigeria,768292967,Start,181839400.0
Dabo Aliyu,Nigeria,768440728,Stub,181839400.0
Ibrahim Kazaure,Nigeria,768484304,Stub,181839400.0
Josaiah Ndubuisi Wachuku,Nigeria,768489794,Start,181839400.0
Bassey Asuquo,Nigeria,768587573,Stub,181839400.0
Michael Otedola,Nigeria,768611476,Start,181839400.0
Clem Ohameze,Nigeria,768747977,Start,181839400.0
Hadiza Bala Usman,Nigeria,769343495,Start,181839400.0
Abubakar Malami,Nigeria,769900146,Start,181839400.0
Ifeanyi Ugwuanyi,Nigeria,770052156,C,181839400.0
Steve Ayorinde,Nigeria,770262490,C,181839400.0
Richard Akinjide,Nigeria,770262534,Start,181839400.0
Sirika Hadi,Nigeria,771454540,Start,181839400.0
Ahmed Idris,Nigeria,771500609,Stub,181839400.0
Grace Ekpiwhre,Nigeria,771833733,Start,181839400.0
Victor Akande,Nigeria,772191879,Stub,181839400.0
Eziuche Ubani,Nigeria,772363251,Start,181839400.0
Isyaku Ibrahim,Nigeria,772366075,Start,181839400.0
Rilwanu Lukman,Nigeria,772635428,GA,181839400.0
Edmund Daukoru,Nigeria,772635472,Start,181839400.0
Augustus Aikhomu,Nigeria,772962322,Start,181839400.0
Felix A. Obuah,Nigeria,773417427,Start,181839400.0
Mike Akhigbe,Nigeria,773596602,Start,181839400.0
Omotayo Oduntan,Nigeria,773766121,Stub,181839400.0
Amal Pepple,Nigeria,773923186,Start,181839400.0
Haliru Zakari Jikantoro,Nigeria,774077595,Stub,181839400.0
Virginia Etiaba,Nigeria,774143828,Start,181839400.0
John Nnia Nwodo,Nigeria,774178817,Start,181839400.0
Samuel Ikon,Nigeria,774250291,Start,181839400.0
Ishaya Mark Aku,Nigeria,774378994,Start,181839400.0
Ibrahim Gusau,Nigeria,774470803,Stub,181839400.0
Idris Waziri,Nigeria,774519887,Stub,181839400.0
Stephen Oru,Nigeria,774657494,Start,181839400.0
Donald Duke,Nigeria,775247499,Start,181839400.0
Magaji Muhammed,Nigeria,775487584,Start,181839400.0
Henry Okon Archibong,Nigeria,775705253,Stub,181839400.0
Janet Nwadiogo Mokelu,Nigeria,776130152,Start,181839400.0
Philip Shaibu,Nigeria,776318059,C,181839400.0
